Author1,Author2,Label
100406,90823,colleague
120933,89066,colleague
143303,123738,advisee
125809,146948,advisor
114369,136414,advisee
98576,164198,advisor
171688,144080,advisee
132886,135428,colleague
148301,104128,advisor
111754,157467,advisor
129396,109881,advisor
169523,118220,advisee
163351,142228,colleague
97586,102079,advisee
131902,143982,colleague
156182,113134,colleague
119027,95680,advisee
124264,99404,colleague
149724,132504,advisor
97388,147711,advisee
150021,147371,advisor
100601,123326,advisor
90751,107860,advisee
125038,89258,advisor
116523,98409,advisee
157467,111754,advisee
138859,96504,colleague
144080,171688,advisor
131905,126551,advisor
97679,154739,advisor
154584,95476,advisor
164882,104154,advisee
128316,95835,colleague
139674,88569,advisee
142071,164661,advisor
142581,104394,advisee
124739,106697,colleague
162496,125024,advisor
105509,162481,advisee
94910,148694,advisor
138763,146454,advisee
144078,170307,colleague
110721,111787,colleague
129141,142484,advisor
105636,157443,advisor
127342,92809,advisor
138058,136798,colleague
132726,150422,advisee
104603,166981,advisor
93701,145624,advisee
160401,110578,advisee
123547,149716,advisor
145006,130128,colleague
104497,165719,advisor
159958,103620,advisee
153218,137718,advisee
140268,122035,advisee
104305,113600,advisee
123526,155957,colleague
139996,89764,advisee
166065,129292,advisor
170311,132198,colleague
146617,93611,advisor
131268,143338,advisee
137845,104938,colleague
89193,146267,colleague
135122,93088,advisor
164926,96566,advisor
171646,147762,advisee
161343,96885,advisor
107374,125024,advisor
161193,96167,colleague
143477,162782,advisor
124746,91309,colleague
155813,155238,advisor
118407,94530,colleague
110068,94236,colleague
127421,143303,advisor
104938,166365,colleague
92072,155461,colleague
104403,145165,advisee
143811,144923,advisee
138210,155338,colleague
104042,170734,advisor
102247,170449,advisor
111606,114924,advisor
99546,161002,advisor
101124,104509,advisee
150605,163585,colleague
128437,118875,colleague
147815,97586,advisor
131312,157750,colleague
171024,151107,advisor
122670,96458,colleague
166789,130855,advisee
127421,104465,colleague
156478,105053,advisor
156918,132726,advisor
123907,122415,advisee
106108,127147,advisor
124349,116696,advisee
151809,107570,advisee
101902,97984,colleague
112297,114975,advisor
118170,169946,advisor
153877,128607,advisor
160684,104305,advisor
157038,153967,advisor
139785,170344,advisee
169194,92709,advisor
155030,112973,advisor
151008,123124,advisee
164661,100679,advisee
167911,96641,advisor
151576,157005,advisor
147191,93065,advisee
171484,155253,advisee
140444,140130,colleague
138269,92637,colleague
166118,171688,advisor
115145,133152,advisee
133776,104096,advisor
115509,113397,advisor
111738,150804,colleague
142196,142467,advisee
93092,100771,colleague
161347,161764,advisor
123441,132601,colleague
135753,151247,advisor
166839,108606,advisor
170734,124903,advisee
142279,99988,advisor
149179,94029,advisor
121373,99247,colleague
160431,116191,advisee
108606,111195,advisee
119711,161222,advisor
111730,99857,advisee
166352,125570,advisee
155136,128445,advisor
164198,93129,advisee
96607,146248,advisor
138682,121201,advisor
171824,130321,advisor
104692,170734,advisor
152247,109571,advisor
110578,151622,advisee
97986,117615,advisee
102203,138269,advisee
155864,117653,advisor
124903,170734,advisor
163007,102755,advisor
143708,168144,advisee
112274,100930,advisor
94836,125024,advisor
114670,170734,advisor
136897,128518,advisee
128061,153184,advisee
102160,147509,advisee
126226,96898,colleague
136458,147779,advisee
125215,164317,colleague
114514,122763,advisor
164628,122763,advisee
97044,118261,advisee
101414,96417,advisor
94530,144786,advisee
151463,141693,advisee
159130,151809,advisor
96724,99988,advisor
106316,134138,advisor
106697,118875,colleague
114819,95411,advisor
115251,169135,advisee
120771,116114,advisee
122454,128706,advisee
161304,147105,advisor
157443,146365,advisee
154493,104497,advisor
114328,139785,advisor
106626,94679,advisor
122861,111587,advisor
171484,168603,advisee
154584,149834,colleague
118782,171966,advisee
146834,154433,advisee
156213,140439,advisee
155053,151463,advisor
162288,114369,advisor
158033,124264,colleague
93701,104233,advisee
146296,96828,advisee
117943,118521,advisee
143888,97388,advisor
114369,165946,advisee
147917,100130,advisee
154961,93092,colleague
111687,104929,advisee
127147,127417,advisee
160118,146775,advisee
140232,131881,advisee
141841,100778,advisor
171922,117759,advisor
123205,121406,advisee
150605,136479,colleague
150458,130895,colleague
170449,97663,advisee
139438,91998,advisee
112715,131298,advisee
158877,160209,colleague
100930,145703,advisee
145068,108606,advisor
151138,135272,advisor
142810,101980,advisee
127461,100849,advisor
142413,111663,advisor
94650,115071,advisee
165408,137744,advisee
104465,127421,colleague
141419,133837,advisor
95476,165483,advisee
165090,106239,colleague
121752,154194,advisee
104201,147924,advisor
126723,168503,advisee
153270,104497,advisor
151107,171024,advisee
130229,105122,advisor
160167,138263,advisor
109672,143790,colleague
104763,153173,colleague
131998,142484,advisor
92559,153969,advisor
97883,146965,advisor
127103,137620,advisor
171484,171212,advisee
120620,89312,advisor
89923,116248,advisor
137379,106979,advisor
159903,158131,advisor
122454,162039,advisee
170836,131759,advisor
166839,123441,colleague
128415,126511,advisee
151463,156061,advisee
109698,95381,advisor
143558,103409,advisor
142228,163351,colleague
89066,120933,colleague
140868,133492,advisor
139981,94556,advisee
159394,163313,colleague
158033,111286,colleague
142082,142880,advisee
97321,152875,advisee
171347,127064,advisee
159630,107547,advisee
152483,164155,advisor
169144,128385,advisee
111497,113878,advisor
140623,94530,advisor
169946,134422,advisee
101003,105633,colleague
121433,96458,colleague
103282,149862,advisee
124991,89373,advisee
131761,167420,advisor
110471,121104,advisee
101019,140680,advisee
171789,144078,advisee
136458,165351,advisee
97910,116009,advisor
125466,163958,advisee
119525,103984,advisee
97712,115287,colleague
103526,96342,advisor
142852,159570,colleague
101543,140315,advisee
98461,105179,advisor
127936,164692,advisee
109757,165483,advisor
170734,152502,advisee
104154,164882,advisor
165483,109757,advisee
145135,133639,advisor
144737,142205,advisor
121812,145778,advisor
170734,156579,advisee
92544,160928,advisor
152175,108701,advisor
140730,137382,advisee
166839,132601,colleague
125548,161343,colleague
108606,111919,advisee
131898,93088,advisor
136107,165719,advisor
96948,101910,advisee
106347,120781,advisee
158088,171484,advisor
109465,104602,advisor
97329,120323,advisor
138859,107080,colleague
132464,139145,advisee
140515,159188,advisor
91588,118616,advisor
167657,142669,advisor
126324,113846,colleague
168915,104379,advisor
100819,96680,advisee
113846,157640,colleague
117759,171922,advisee
109572,160673,advisee
94939,116948,advisee
91368,111738,colleague
138396,133471,advisor
142775,144380,advisee
164743,170505,advisee
132269,171646,advisor
149498,92072,advisee
147670,95471,advisee
109572,160662,advisee
100339,97692,colleague
110782,110625,advisor
105935,118783,advisee
121183,126226,colleague
117585,142484,advisor
118657,139980,colleague
102755,164949,advisee
105509,143449,colleague
140091,170708,advisee
107932,109572,advisor
102755,163007,advisee
131172,100849,advisor
128534,154739,advisor
130056,134872,advisee
145842,159552,advisor
131095,143497,advisee
128734,96504,colleague
105172,152111,advisor
100383,157467,advisor
148090,103036,colleague
153576,137779,advisee
98338,96051,advisor
170856,117166,advisor
153967,157038,advisee
135235,127271,advisor
152223,99003,colleague
108297,168808,advisor
123388,129923,colleague
166839,143691,colleague
155607,102773,advisor
163958,125466,advisor
105122,151387,advisee
146948,101258,advisee
164155,147595,advisee
152223,130707,advisee
103282,99247,advisee
142205,100998,advisee
140730,108691,advisee
128547,145624,colleague
153184,145049,advisee
127755,103594,advisee
108342,94645,advisor
126135,146115,colleague
90734,94650,advisor
162228,132309,advisee
146952,165651,advisor
166848,147714,advisor
99826,119101,advisee
103409,163604,advisee
121406,141591,advisee
145652,167420,advisor
108882,156182,colleague
154433,146834,advisor
156607,95854,advisor
94748,151809,advisor
101177,135644,colleague
123907,104481,advisee
160411,137542,advisor
135072,108691,colleague
165493,169261,advisee
123205,122929,advisee
97136,142205,advisor
104305,166297,advisee
132601,108606,advisor
142281,161160,advisee
126282,146432,advisor
167476,164882,advisor
168430,97986,advisor
156292,139401,advisee
140557,89465,advisor
154304,158790,colleague
167026,127949,colleague
107178,152499,advisee
119027,164239,advisee
142484,165411,advisee
97986,158915,advisee
127744,160186,colleague
115118,92269,colleague
143708,164442,advisee
130331,167269,advisee
104481,123907,advisor
101855,154389,advisee
117759,110460,advisee
135428,132886,colleague
88712,151805,colleague
153969,151512,advisee
123526,128301,advisor
111738,98594,advisor
166178,131124,advisor
117759,115767,advisee
159188,136083,advisee
120246,171033,advisee
165493,92265,advisee
119680,140170,advisor
111154,154906,advisee
169346,149461,advisor
170734,143330,advisee
150665,153184,advisor
110791,158949,colleague
91309,124746,colleague
126374,99003,advisee
166839,155806,colleague
121628,119071,advisor
89713,140170,advisor
114909,142810,advisor
101592,97712,advisee
155338,138210,colleague
96906,97562,advisee
161243,118843,advisee
98012,158760,advisee
145835,143341,advisor
149276,112047,colleague
126324,132260,colleague
151025,108609,advisee
144078,154075,colleague
169939,97986,advisor
103282,117476,advisee
104627,123613,colleague
103664,96925,advisor
140231,141635,advisee
146367,119088,advisor
146248,101481,advisee
158349,140600,advisee
115335,164042,advisee
119101,99826,advisor
146599,161910,advisor
93378,113233,advisor
148932,149767,advisee
149567,131390,advisee
166400,123007,colleague
135047,142239,colleague
126819,105935,advisor
116148,142852,colleague
109881,106836,advisee
88702,118066,advisee
170734,114670,advisee
165408,132119,advisee
110680,140170,advisor
98594,135428,advisee
103341,93701,advisor
140512,96607,colleague
152287,132551,advisee
112166,157750,colleague
101791,96906,advisor
119815,136475,advisor
122843,96417,advisor
123833,149912,advisee
114688,146157,colleague
101215,122803,colleague
111709,167657,advisor
90568,128641,colleague
134406,94449,advisor
147105,161304,advisee
92575,136475,advisor
129292,146261,advisee
94904,139178,advisor
94650,118062,advisee
146609,144762,colleague
143303,138012,advisee
90260,138690,advisor
165480,104305,advisor
132601,148090,colleague
138771,116114,colleague
165106,95381,advisor
107297,102037,advisee
133133,139981,advisor
104509,101124,advisor
90639,124186,colleague
104562,157044,advisee
120888,169946,advisor
126389,102160,advisor
95411,114819,advisee
108286,171605,colleague
129860,137643,advisee
116696,124349,advisor
162782,143111,advisee
117394,151247,advisor
102710,135289,advisee
125024,122870,advisee
168144,143708,advisor
118208,167155,advisor
154404,92072,advisor
104497,106375,advisee
169028,165778,advisee
171009,140886,advisee
94022,125186,advisee
150214,106830,advisee
94530,155519,advisee
139441,169330,advisee
101003,106178,advisor
127064,171347,advisor
156655,144762,colleague
102380,155342,advisee
149716,154025,advisee
166661,104403,advisor
150400,149228,advisor
129477,96500,colleague
101489,171646,advisor
127936,114975,colleague
132601,123441,colleague
137702,163351,colleague
94434,110037,advisee
167420,98427,advisee
151280,110471,advisor
162956,144986,advisor
129045,152055,advisor
123833,128963,advisee
158502,160188,advisor
142669,167657,advisee
158177,97321,advisee
93059,143708,advisor
112675,140170,advisor
110578,143804,advisee
147105,154052,advisee
164155,171303,advisee
145233,143303,advisor
117759,133337,advisee
114369,153641,advisee
168639,151141,advisee
141432,132107,advisor
169330,139441,advisor
152111,105172,advisee
146531,158297,colleague
112515,114369,advisor
109486,140709,advisee
132260,126324,colleague
89258,102075,advisee
111791,122777,advisee
108988,119455,advisee
148172,123528,advisee
98423,140830,advisor
147779,136458,advisor
116304,157645,advisee
139785,161951,advisee
96949,117834,advisee
164758,109768,advisee
170734,157136,advisee
123907,103828,advisee
142954,152017,advisee
139578,151089,advisee
143497,153482,colleague
124710,161558,advisee
140600,158349,advisor
94631,123833,advisor
95758,104305,advisor
117312,143643,advisor
101732,126189,advisee
116948,94939,advisor
111174,138814,advisee
132369,121643,advisee
103542,153218,advisor
106347,142211,advisee
159157,167189,advisee
165719,123076,advisee
137104,153969,advisor
165493,98315,advisee
160818,158215,advisor
116406,138263,advisor
116114,116498,colleague
108988,98662,advisee
115135,161472,advisor
97586,109963,advisee
136747,127225,advisor
142205,93077,advisee
131157,97586,advisor
117394,159805,advisee
91515,154906,colleague
109370,164589,colleague
157535,92770,colleague
143330,170734,advisor
110299,170449,advisor
107512,120284,advisor
91515,111154,advisor
121373,112166,colleague
105633,168290,colleague
166470,114873,advisee
90636,108988,advisor
149293,168725,advisee
103282,141196,advisee
140170,89713,advisee
166470,116779,advisee
98297,171027,advisee
138799,132961,advisee
132342,126731,advisee
106979,127751,advisee
168808,150159,advisee
169245,140170,advisor
144152,139543,advisor
108632,89301,advisee
123401,123833,advisor
101522,127558,advisee
146157,150032,colleague
149299,111154,advisor
129602,147706,colleague
131759,92821,advisee
143338,131268,advisor
151382,136680,advisor
147895,164843,advisee
165946,114369,advisor
100107,125024,advisor
98594,160425,advisee
110791,170449,advisor
128999,170745,advisee
150810,158818,advisee
121787,147779,advisor
114776,157430,advisor
151089,139578,advisor
167415,120846,advisor
157954,102773,advisor
107658,147315,advisee
108312,128229,advisor
103968,170314,colleague
90339,102723,advisee
142205,148986,advisee
104780,166655,advisee
107267,98464,advisor
103282,114975,advisee
98012,126983,advisee
98427,167420,advisor
147398,112246,advisor
116009,123161,advisee
95138,139523,advisor
112166,127536,colleague
106979,94350,advisee
146409,159420,advisor
134290,127180,advisor
166927,119601,advisee
167734,129652,advisee
102045,138496,advisee
152965,94899,advisee
96898,126226,colleague
150191,151247,advisor
93354,94124,advisor
126275,117319,advisee
141636,127536,colleague
128518,136897,advisor
118002,148172,advisor
96641,92683,advisee
101124,110959,advisee
115543,123833,advisor
155107,140231,advisor
127461,147293,colleague
93611,146617,advisee
126324,171675,colleague
155768,142954,advisor
164198,98576,advisee
96342,103526,advisee
116248,89923,advisee
167616,142879,advisor
165408,107020,advisee
148090,143691,colleague
92427,89380,advisor
137337,98464,advisor
152363,100930,advisor
128316,131639,advisor
161559,157343,advisor
107239,123279,advisee
115375,166502,advisee
123833,123397,advisee
142205,128561,advisee
107189,101902,colleague
107326,170776,advisee
154144,89396,advisor
169946,99009,advisee
98342,152856,colleague
96458,97388,advisor
126232,94650,advisor
154858,129607,advisor
126275,165440,advisee
127638,156211,advisee
162735,163585,colleague
170473,123833,advisor
121826,133471,advisor
128229,130155,advisee
90903,120847,advisee
168814,120971,advisee
96167,103863,colleague
125024,94836,advisee
108691,160385,colleague
142894,116248,advisor
141635,140231,advisor
94311,140506,advisor
96898,143582,colleague
108442,128118,advisee
99247,103282,advisor
147330,103241,advisee
102203,137569,advisee
165713,130083,advisor
141901,151968,colleague
137678,156742,advisee
139317,170931,advisor
120846,111693,advisee
100771,151247,advisor
99003,126374,advisor
117265,95682,advisee
111885,106178,advisor
138703,114688,colleague
160188,154361,advisee
112492,152965,advisor
127421,101204,colleague
114975,112297,advisee
89093,142015,advisor
94736,147393,advisor
114209,131780,advisor
95476,154584,advisee
109863,116977,advisee
112986,103282,advisor
143708,138748,advisee
100550,98707,advisee
122670,121433,colleague
139011,129101,advisor
92709,169433,advisee
91454,145233,colleague
96566,164926,advisee
143708,142495,advisor
117319,126275,advisor
98594,101125,advisee
166981,169021,advisee
117476,127936,colleague
152559,144894,advisor
138396,124264,colleague
101543,128415,advisor
133471,99404,advisee
143354,150900,advisee
138725,152943,advisor
115603,165674,advisor
101592,122897,advisee
132200,99476,advisee
144950,159486,advisee
169028,103380,advisee
139157,103620,advisor
103984,119525,advisor
128547,93701,advisor
123833,94631,advisee
92084,101303,advisee
164589,109370,colleague
147953,88977,advisor
111919,166839,colleague
165674,168387,advisee
137678,108201,advisee
133471,123388,advisee
166457,170390,advisee
159312,162782,advisor
126776,128999,advisor
128574,96500,colleague
169028,166295,advisee
144894,121183,advisee
114027,96641,advisor
134468,141689,advisee
169956,139523,advisor
125552,105916,advisor
106741,116304,advisor
153482,120730,colleague
159552,141320,advisee
91408,155269,advisor
136458,102499,advisee
160188,144127,advisee
117013,152969,advisor
138012,123738,colleague
154075,170307,colleague
117316,104627,colleague
92162,128837,advisor
122184,140800,advisee
170816,97883,advisor
169179,99247,colleague
146454,90823,colleague
102879,116478,advisee
109486,113132,advisee
98662,92798,advisor
169830,143708,advisor
143047,152791,advisor
103442,139800,advisee
168682,108606,advisor
93812,141580,advisor
116336,122469,advisor
119027,109841,advisee
160962,110605,advisor
139133,131124,advisor
143811,129806,advisor
164524,118616,advisor
137542,124758,colleague
162985,124349,advisor
113660,165493,advisor
92265,165493,advisor
166556,118551,advisor
97986,131727,advisee
94556,139981,advisor
89808,125097,advisee
115891,92695,advisor
146775,160118,advisor
106949,97794,advisee
147293,131172,colleague
136934,103134,advisor
99240,166865,advisor
149417,108586,advisor
131124,139133,advisee
105632,97533,advisee
159241,102323,advisee
158405,166155,advisor
150714,165408,advisor
164419,166155,advisor
125054,107080,colleague
153969,151401,advisee
115243,94124,advisor
143303,145233,advisee
113617,150113,advisee
164290,98824,advisee
141636,121373,colleague
98594,111738,advisee
165674,115603,advisee
148100,135999,advisor
148199,107178,advisor
132260,170449,advisor
132260,171675,colleague
142205,153576,advisee
160385,135072,colleague
96522,160928,advisor
140299,134580,advisor
139800,103442,advisor
169021,166981,advisor
135631,144894,advisor
151079,104302,advisor
108643,120846,advisor
126864,155223,advisor
122705,135908,advisee
166470,158877,advisee
157343,147662,advisee
111762,170449,advisor
170734,107729,advisee
92602,94434,advisor
126572,128641,advisee
127585,138269,advisor
141320,159552,advisor
170449,110299,advisee
132167,115357,advisor
155806,123441,colleague
162733,96167,colleague
145719,171009,advisor
134855,155819,colleague
143708,163825,advisee
166359,97388,advisor
99071,97586,advisor
107345,127832,colleague
127933,122781,advisor
133663,122742,advisee
133492,146828,advisee
171605,110578,colleague
109571,143521,advisee
132504,149724,advisee
121360,107913,advisor
158790,129490,advisor
117219,123833,advisor
169584,100981,advisee
97986,93161,advisee
113846,126324,colleague
154739,166742,advisee
116009,144851,advisee
167657,97423,advisee
161561,143759,advisor
96566,103142,advisee
135771,131951,advisor
94987,122072,advisor
147734,151708,advisee
156602,106949,advisor
102371,94936,advisee
164042,115335,advisor
122072,165148,advisee
120846,150657,advisee
114267,121667,colleague
167155,142914,advisee
162782,143016,advisee
122072,118582,advisee
92455,147342,advisor
156579,170734,advisor
143631,148230,advisee
116392,127905,advisee
96167,161193,colleague
97986,93149,advisee
138788,121433,colleague
160649,126955,advisor
135201,101605,advisee
171789,95476,advisor
165249,142413,colleague
165015,135999,advisor
167657,91091,advisee
111154,158459,advisee
120122,144152,colleague
131095,152941,advisee
135771,144431,advisee
127543,100592,advisor
102203,92637,advisee
117166,143708,advisor
143047,155303,advisee
143811,160164,advisee
96458,106711,colleague
123613,140444,colleague
152856,126534,advisee
157443,103667,advisee
90769,166867,advisor
150458,151668,colleague
104168,98803,advisor
121667,114267,colleague
92859,114369,advisor
97044,170606,advisee
117394,114759,advisee
97586,169048,advisee
92262,102247,advisor
120276,121644,advisee
128445,134468,advisee
151174,94742,advisee
128205,103442,advisor
117653,155864,advisee
113233,93378,advisee
101437,98594,advisor
167420,171589,advisee
129652,156117,advisee
125028,164155,advisor
127467,92622,colleague
130418,169946,advisor
120122,139543,advisor
106461,123325,advisor
98624,106178,advisor
118703,151463,advisor
99857,111730,advisor
128829,135465,advisor
147573,135779,advisor
111865,122184,advisor
152668,153541,advisee
150589,94650,advisor
160070,123833,advisor
150364,143708,advisor
91454,104465,colleague
155180,94652,advisor
117607,168808,advisor
136921,131268,advisor
111497,132198,colleague
157343,161559,advisee
105122,130229,advisee
122289,121817,advisee
142409,167675,advisor
113728,133856,advisor
119449,115335,advisor
106480,125024,advisor
151809,155819,advisee
140091,100500,advisor
147594,141746,advisee
142196,124302,advisee
94650,132924,advisee
91998,139438,advisor
103321,160401,advisor
158949,170449,advisor
97586,136044,advisee
111885,114810,colleague
149834,154584,colleague
93077,142205,advisor
93005,113397,advisor
98464,163975,advisee
122072,126242,advisee
108586,149417,advisee
135272,151138,advisee
97388,143888,advisee
97465,153969,advisor
138744,117394,advisor
160931,153969,advisor
114975,127936,colleague
170307,171789,advisor
151247,149330,advisor
166470,160209,advisee
91451,119822,advisee
109486,92135,advisee
131228,157343,advisor
94124,155314,advisee
153721,106178,advisor
95476,149834,advisee
151262,129094,advisee
118731,166927,advisor
142228,137702,colleague
105671,94650,advisor
122781,100897,advisee
121422,136659,advisee
123441,108606,advisor
105179,98461,advisee
143708,169830,advisee
151141,168639,advisor
166232,107664,colleague
99794,128445,advisor
125024,111965,advisee
163389,118607,advisee
128607,153877,advisee
117830,146097,advisee
118830,127180,advisee
115357,132167,advisee
169946,103668,advisee
89380,167870,advisee
91476,170795,advisee
110471,151280,advisee
148575,170157,advisee
98297,98746,advisee
120846,167415,advisee
149767,148932,advisor
160430,121183,colleague
134111,127905,colleague
125548,96885,advisor
127782,167420,advisor
140585,171688,advisor
166155,158405,advisee
128216,131124,advisor
160149,142077,advisor
137542,160411,advisee
98315,165493,advisor
151809,134855,advisee
128950,100198,advisor
161342,89430,advisee
160188,121977,advisee
120323,115461,advisee
167995,112047,advisee
110078,135272,advisor
163604,103409,advisor
111463,113364,advisor
151805,88712,colleague
123833,154411,advisee
142239,107833,colleague
99216,113334,advisor
151247,167209,advisee
129807,151625,advisor
123319,120114,advisor
127536,114975,colleague
154242,123833,advisor
160123,153394,advisor
147393,110522,advisee
164525,141807,advisee
104128,148301,advisee
122781,127933,advisee
100592,127543,advisee
132836,143149,advisor
138684,100550,advisor
161041,116505,advisee
160525,125024,advisor
139651,91267,advisee
151625,149664,advisee
95650,143708,advisor
143982,131902,colleague
137702,142228,colleague
144923,143811,advisor
164155,157150,advisee
171347,126206,advisee
126568,141366,advisee
144362,127271,advisor
152499,107178,advisor
170623,114810,colleague
167420,114722,advisee
106711,97388,advisor
160600,101885,advisor
96500,140830,advisor
161910,91472,advisee
135117,98594,advisor
91452,129681,advisee
146063,165501,advisee
104379,168915,advisee
124739,112986,colleague
117476,169179,colleague
98464,129294,advisee
105369,110444,advisee
94838,122027,advisor
143643,117312,advisee
145938,133013,colleague
159920,97986,advisor
96081,105541,advisor
89116,157343,advisor
104465,138012,colleague
94420,113364,advisee
96360,144894,advisor
105485,117468,advisor
123833,127561,advisee
133639,97448,advisee
152509,98342,advisor
123833,115543,advisee
99297,142205,advisor
92072,127467,colleague
98746,98297,advisor
147399,88712,advisee
141257,127461,colleague
100901,107570,colleague
106403,107326,advisor
141337,113303,advisor
161591,156450,advisor
141914,147714,advisor
104305,123319,advisee
108345,137087,advisor
89808,111154,advisee
148181,151509,advisee
122454,104496,advisee
127271,144362,advisee
96949,104426,advisee
166865,163845,advisee
141897,133067,advisor
167155,107618,advisee
97984,142281,advisor
103095,162486,advisee
162796,102570,advisee
119027,131730,advisee
168593,113878,advisor
159114,100111,advisee
113777,140170,advisor
104096,133776,advisee
111737,145938,colleague
148890,144683,colleague
149767,145865,colleague
159636,94456,advisor
102687,116830,advisee
142040,108727,colleague
100849,141257,advisee
97844,97340,advisee
107337,116248,advisor
128743,131951,advisor
132266,94530,advisor
140709,109486,advisor
165408,136919,advisee
161160,142281,advisor
133134,159802,advisee
105095,120771,advisor
119071,121628,advisee
111170,114619,colleague
101204,127421,colleague
153921,153047,advisor
97986,131660,advisee
121360,154458,colleague
116201,120846,advisor
158131,159903,advisee
169028,141580,advisee
120276,159463,advisee
114619,111170,colleague
141580,169028,advisor
131124,166178,advisee
112602,129094,advisor
118982,120888,advisor
171558,115603,advisor
119533,88837,advisee
104521,143303,advisor
169361,125519,advisor
153047,124586,advisee
127751,106979,advisor
128379,112710,colleague
171947,148932,advisor
119059,117653,advisor
100313,97986,advisor
114688,150032,colleague
99059,138799,advisor
131815,108988,advisor
116009,127425,advisee
122454,152942,advisee
119653,110156,advisor
140405,126174,advisee
108659,147601,advisor
104216,94124,advisor
167694,100819,advisor
126275,108801,advisee
165015,148100,colleague
103366,97044,advisor
115369,113233,advisor
106693,97533,colleague
135753,100771,colleague
161342,122179,advisee
104465,101204,colleague
110636,171009,advisor
145703,100930,advisor
109698,107199,colleague
161764,161347,advisee
102773,155607,advisee
125536,123833,advisor
110721,126454,advisor
151805,145665,colleague
137601,168692,advisee
127651,142343,advisee
146267,170449,advisor
97510,117840,advisee
89465,98242,advisee
170745,128999,advisor
98594,163364,advisee
147714,141914,advisee
152407,94030,advisor
124723,98061,advisor
171347,93310,advisee
132601,143691,colleague
129480,149632,advisee
131314,90077,advisee
120971,168814,advisor
107547,142367,advisee
113364,111463,advisee
146438,165408,advisor
119088,103121,advisee
135633,89481,colleague
162764,109572,advisor
166839,148090,colleague
98409,116523,advisor
148090,108606,advisor
112047,149276,colleague
125024,105312,advisee
91588,156437,advisee
122175,93088,advisor
109933,124095,advisee
161643,109331,colleague
107360,96828,colleague
93143,124151,advisee
122072,130269,advisee
155049,165420,advisee
165454,92185,advisor
143149,132836,advisee
127562,135465,advisor
109855,128978,advisee
165891,93088,advisor
171347,153449,advisee
133471,158033,advisee
104448,171448,advisor
97986,166400,advisee
139996,113401,advisee
95476,171789,advisee
103463,105811,advisee
128641,90568,colleague
104359,95420,advisor
161343,125548,colleague
143804,110578,advisor
171675,126324,colleague
107080,125054,colleague
101671,101815,advisor
151442,160940,advisee
138788,97388,advisor
156211,127638,advisor
94650,90734,advisee
143449,139441,colleague
92680,109463,advisor
165483,95476,advisor
94650,92212,advisee
147744,125548,colleague
105122,107326,advisee
115520,141982,advisor
123581,122781,advisor
142044,128445,advisor
143486,153969,advisor
98824,164290,advisor
145538,154272,colleague
126983,98012,advisor
170449,157640,advisee
114810,106178,advisor
132819,96925,advisor
170734,134835,advisee
108665,135122,advisor
166677,141746,advisor
168499,103321,colleague
89380,92427,advisee
150427,141802,advisor
109678,147200,colleague
109893,104482,advisee
116666,128735,advisee
122897,101592,advisor
113303,141337,advisee
95381,137542,advisee
96885,125548,advisee
123998,94449,advisor
170314,105122,advisor
141693,151463,advisor
153712,93701,advisor
151938,137678,advisor
104305,165480,advisee
171545,129292,advisor
105793,107988,advisee
105581,124153,advisor
103121,119088,advisor
165719,136107,advisee
156073,139523,advisor
107178,148199,advisee
103409,148575,advisor
126189,139740,colleague
107729,170734,advisor
138926,121686,advisor
95825,157964,advisee
113478,103497,advisee
146248,157119,advisee
110743,118110,advisee
162481,105509,advisor
112131,151488,advisee
103134,166927,advisor
130954,127467,colleague
96342,154928,advisee
91928,152175,advisor
153173,104763,colleague
169584,163774,advisee
166865,160713,advisee
145939,107658,advisor
166927,103134,advisee
100126,126955,advisor
157343,131228,advisee
119027,153220,advisee
160408,115507,advisee
143582,160430,colleague
128978,109855,advisor
155585,162354,advisor
171810,124302,colleague
97586,156364,advisee
140830,91202,advisee
140528,140382,advisee
162650,159188,advisor
144851,116009,advisor
94029,149179,advisee
113097,165628,advisor
152409,93088,advisor
153656,129480,advisor
139784,137620,advisor
123279,107239,advisor
151764,138799,advisor
165946,136414,colleague
134665,94434,advisor
105122,103968,advisee
154330,114269,advisee
142040,127056,advisor
117834,124396,colleague
122775,118273,advisee
112047,167995,advisor
135644,96885,advisor
99538,143790,advisee
124302,142196,advisor
96885,161343,advisee
148801,121927,advisee
97844,131812,advisee
141677,113233,advisor
113606,171646,advisee
160728,123833,advisor
131124,128216,advisee
100112,152965,advisor
109486,170966,advisee
114587,118995,colleague
89794,104305,advisor
153821,129463,advisor
127936,99247,colleague
106245,132107,advisor
156355,160188,advisor
96925,96552,advisee
121463,116304,advisor
120692,150400,advisor
130954,132047,colleague
97360,97771,advisor
116393,102879,advisor
97533,105632,advisor
164035,135771,advisor
161222,100784,advisee
148090,123441,colleague
156061,151463,advisor
139523,148044,advisee
140091,144880,advisee
130229,107326,colleague
161791,143977,colleague
122929,123205,advisor
120771,105095,advisee
133064,122454,advisor
100771,135753,colleague
165108,117166,advisor
160053,136723,colleague
123907,118036,advisee
89808,169340,advisee
132961,138799,advisor
140018,146063,advisor
167747,140602,advisee
115410,102982,advisor
122763,114514,advisee
99157,165408,advisor
160609,137523,advisor
143772,103225,advisor
89544,142077,advisee
161920,138263,advisor
160729,152187,advisee
141802,150427,advisee
168887,157467,advisor
138330,167420,advisor
95682,90850,advisee
140170,113777,advisee
128445,142044,advisee
89481,123974,advisee
